x_metres,y_metres,z_metres
-5.481366622628597973e+00,-3.881649623803355986e+00,1.008071231842041016e+01
-4.202639254266945734e+00,-3.234708081039304073e+00,8.400593757629394531e+00
-5.036682940464211278e+00,-4.245554149803373534e+00,1.102577877044677734e+01
-4.166767783841963890e+00,-3.881649623803355986e+00,1.008071231842041016e+01
-2.965906443472712706e+00,-3.087675778695094131e+00,8.018748283386230469e+00
-3.489784871956774559e+00,-4.116901160666473380e+00,1.069166469573974609e+01
-2.434778308500018529e+00,-3.313603256784050100e+00,8.605485916137695312e+00
-2.346914634799906363e+00,-3.773826033342680297e+00,9.800692558288574219e+00
-1.819787845153820305e+00,-3.575203494571262297e+00,9.284866333007812500e+00
-1.195887820025632653e+00,-3.019060716508430886e+00,7.840553760528564453e+00
-1.012578055864262527e+00,-3.575203494571262297e+00,9.284866333007812500e+00
-5.030647799161543920e-01,-2.953428941844169042e+00,7.670106887817382812e+00
-1.625832110383079454e-01,-2.830369433202248874e+00,7.350519180297851562e+00
1.537345280988476059e-01,-2.772606795455458961e+00,7.200508594512939453e+00
4.764578721492586655e-01,-2.830369433202248874e+00,7.350519180297851562e+00
7.797339573735123652e-01,-2.772606795455458961e+00,7.200508594512939453e+00
1.070879014490659253e+00,-2.717154699940444562e+00,7.056498527526855469e+00
1.435019496930608485e+00,-2.830369433202248874e+00,7.350519180297851562e+00
1.754540038524391887e+00,-2.830369433202248874e+00,7.350519180297851562e+00
1.991098189204690394e+00,-2.717154699940444562e+00,7.056498527526855469e+00
2.167771581927811386e+00,-2.563353448937886192e+00,6.657073974609375000e+00
4.069652494958612365e+00,-4.245554149803373534e+00,1.102577877044677734e+01
4.281349157165134756e+00,-3.995815821611017782e+00,1.037720394134521484e+01
9.464873995323026534e+00,-7.991631643222035564e+00,2.075440788269042969e+01
4.482788336116731998e+00,-2.563353448937886192e+00,6.657073974609375000e+00
-1.189293971820779916e+01,-6.026037600471252809e+00,1.764124679565429688e+01
-1.390761238005382161e+01,-7.532546674825397304e+00,2.205155754089355469e+01
-7.673511620903742170e+00,-4.463731399055458127e+00,1.306758975982666016e+01
-7.993659420327414722e+00,-5.021697783216931832e+00,1.470103836059570312e+01
-5.515963752854886160e+00,-3.766273337412698652e+00,1.102577877044677734e+01
-4.740407652762428370e+00,-3.544727981114639714e+00,1.037720394134521484e+01
-4.861229015450236446e+00,-4.017358291726279340e+00,1.176083087921142578e+01
-4.078121315682861514e+00,-3.766273337412698652e+00,1.102577877044677734e+01
-3.489784871956774559e+00,-3.652143990413981633e+00,1.069166469573974609e+01
-3.119559690901511750e+00,-3.766273337412698652e+00,1.102577877044677734e+01
-2.640278878510836424e+00,-3.766273337412698652e+00,1.102577877044677734e+01
-2.160998066120161543e+00,-3.766273337412698652e+00,1.102577877044677734e+01
-1.454458149662251065e+00,-3.257317445787883514e+00,9.535808563232421875e+00
-1.039945019103329704e+00,-3.257317445787883514e+00,9.535808563232421875e+00
-5.381623285195437090e-01,-2.802808065051310304e+00,8.205230712890625000e+00
-1.696520444665871596e-01,-2.620016206394601976e+00,7.670106887817382812e+00
1.537345280988476059e-01,-2.459607080818126512e+00,7.200508594512939453e+00
4.667342427361799162e-01,-2.459607080818126512e+00,7.200508594512939453e+00
7.797339573735123652e-01,-2.459607080818126512e+00,7.200508594512939453e+00
1.092733672010844703e+00,-2.459607080818126512e+00,7.200508594512939453e+00
1.435019496930608485e+00,-2.510848891608465916e+00,7.350519180297851562e+00
1.718733101285509379e+00,-2.459607080818126512e+00,7.200508594512939453e+00
2.031732815922841606e+00,-2.459607080818126512e+00,7.200508594512939453e+00
2.297837914109367663e+00,-2.410414975035767515e+00,7.056498527526855469e+00
2.893975095792643337e+00,-2.678238806856907850e+00,7.840553760528564453e+00
3.032622204899524831e+00,-2.510848891608465916e+00,7.350519180297851562e+00
3.283731674472171402e+00,-2.459607080818126512e+00,7.200508594512939453e+00
3.524796813728075850e+00,-2.410414975035767515e+00,7.056498527526855469e+00
3.991183829680875039e+00,-2.510848891608465916e+00,7.350519180297851562e+00
3.762069254222938586e+00,-2.191286296519288523e+00,6.414998531341552734e+00
4.274053835040487748e+00,-2.317706706765160884e+00,6.785094738006591797e+00
4.751755713346784482e+00,-2.410414975035767515e+00,7.056498527526855469e+00
-8.202026726773055998e+00,-3.627026097254780979e+00,1.216637611389160156e+01
-9.674860681521058936e+00,-4.573206941890068933e+00,1.534021377563476562e+01
-6.683380854329718623e+00,-3.393024450245865520e+00,1.138144874572753906e+01
-5.995244565245561041e+00,-3.286992525022023770e+00,1.102577877044677734e+01
-5.693897913558890522e+00,-3.393024450245865520e+00,1.138144874572753906e+01
-5.756209137051627067e+00,-3.756562926354926724e+00,1.260089015960693359e+01
-5.028857330333124764e+00,-3.627026097254780979e+00,1.216637611389160156e+01
