x_metres,y_metres,z_metres
5.399722372339887499e+00,3.980028945601560286e-01,8.018748283386230469e+00
-6.259441686246388414e+00,8.644503465213057014e-01,9.284866333007812500e+00
-4.635870793351274166e+00,6.843565243293669997e-01,7.350519180297851562e+00
-4.408187479241398421e+00,6.989172995536069299e-01,7.506913185119628906e+00
-4.461577350880417292e+00,7.639328643676656094e-01,8.205230712890625000e+00
-3.677309168569923958e+00,6.843565243293669997e-01,7.350519180297851562e+00
-2.686230945145682725e+00,5.474852283425023503e-01,5.880415439605712891e+00
-1.893985320456135879e+00,4.266118639346749286e-01,4.582141876220703125e+00
-1.418476964031562870e+00,3.570555740505355624e-01,3.835053443908691406e+00
-1.056540319104617209e+00,3.013680072518508668e-01,3.236925840377807617e+00
-7.738442644096772405e-01,2.546442881225551846e-01,2.735076904296875000e+00
-5.867286586999765907e-01,2.281188488422962735e-01,2.450173139572143555e+00
-4.216581615224150315e-01,2.002994716182304458e-01,2.151371479034423828e+00
-2.940707688585130763e-01,1.795033459131489817e-01,1.928004980087280273e+00
-2.057645254162986381e-01,1.756637073732472132e-01,1.886764287948608398e+00
-1.264534399807897558e-01,1.795033459131489817e-01,1.928004980087280273e+00
-4.409036191325832466e-02,1.855882082945936040e-01,1.993361115455627441e+00
4.354330555822230608e-02,1.898792667376421883e-01,2.039450407028198242e+00
1.394510852853538541e-01,2.002994716182304458e-01,2.151371479034423828e+00
2.287842136463454634e-01,1.967012755235147681e-01,2.112724065780639648e+00
3.346497010738035405e-01,2.053069661778188226e-01,2.205155849456787109e+00
4.387320814241011946e-01,2.092300230048410870e-01,2.247292518615722656e+00
5.690400063420105736e-01,2.219534649503328572e-01,2.383952140808105469e+00
6.818829313713646867e-01,2.249939261109908384e-01,2.416609048843383789e+00
8.034398018764375982e-01,2.297140737502028351e-01,2.467307090759277344e+00
2.713101663305741873e+00,6.843565243293669997e-01,7.350519180297851562e+00
3.032622204899524831e+00,6.843565243293669997e-01,7.350519180297851562e+00
3.283731674472171402e+00,6.703900655551972010e-01,7.200508594512939453e+00
3.524796813728075850e+00,6.569822740110028425e-01,7.056498527526855469e+00
2.902679266546531966e+00,4.977138560554685842e-01,5.345832347869873047e+00
2.619162223970093795e+00,4.158115708874118854e-01,4.466138362884521484e+00
2.886374002865350175e+00,4.266118639346749286e-01,4.582141876220703125e+00
4.949745454462224359e+00,6.843565243293669997e-01,7.350519180297851562e+00
-4.757175758698203971e+00,9.637219989156798894e-01,7.056498527526855469e+00
-4.045850857793769961e+00,8.761108903444185803e-01,6.414998531341552734e+00
-3.909147397818105052e+00,9.091716823454947249e-01,6.657073974609375000e+00
-3.251658104442233022e+00,8.167135539880181483e-01,5.980083465576171875e+00
-3.460996836471512683e+00,9.448254661485260275e-01,6.918135643005371094e+00
-2.731760268431280725e+00,8.167135539880181483e-01,5.980083465576171875e+00
-1.918906159188857430e+00,6.340276205830422951e-01,4.642433166503906250e+00
-1.418476964031562870e+00,5.237619417753192064e-01,3.835053443908691406e+00
-1.056540319104617209e+00,4.420742991813577660e-01,3.236925840377807617e+00
-7.860307622321059950e-01,3.794180910929472184e-01,2.778148889541625977e+00
-5.867286586999765907e-01,3.346256994948386687e-01,2.450173139572143555e+00
-4.295151522839193436e-01,2.992925474605725999e-01,2.191459178924560547e+00
-2.973201831809202944e-01,2.662215474713267582e-01,1.949308991432189941e+00
-2.004060735564686113e-01,2.509692664807875451e-01,1.837629795074462891e+00
-1.230903194882503188e-01,2.563090374152433570e-01,1.876728296279907227e+00
-4.384266365077966326e-02,2.707084222714113420e-01,1.982162475585937500e+00
4.280109061425310668e-02,2.737846573028014929e-01,2.004687070846557617e+00
1.329649875765372968e-01,2.801517393273907919e-01,2.051307678222656250e+00
2.247468392472699861e-01,2.834476333322846209e-01,2.075440645217895508e+00
3.264875008879434826e-01,2.938176794195252461e-01,2.151371479034423828e+00
4.332134330356553487e-01,3.030572274484982231e-01,2.219024658203125000e+00
5.729110527316957358e-01,3.277966042512984179e-01,2.400169610977172852e+00
6.772442943987544428e-01,3.277966042512984179e-01,2.400169610977172852e+00
7.978603997830746586e-01,3.346256994948386687e-01,2.450173139572143555e+00
2.657732245197506504e+00,9.833897801925295390e-01,7.200508594512939453e+00
2.799343619152617091e+00,9.266557681881536501e-01,6.785094738006591797e+00
2.637751708585448274e+00,7.899360636173977657e-01,5.784015178680419922e+00
2.753747466065318505e+00,7.529077994423627462e-01,5.512889385223388672e+00
2.947335798948271801e+00,7.413246145505230089e-01,5.428075790405273438e+00
2.652741194575275241e+00,6.177705121254358778e-01,4.523396492004394531e+00
3.317176101811472044e+00,7.191955196349034685e-01,5.266043663024902344e+00
3.771234708422655846e+00,7.648587323992410703e-01,5.600395679473876953e+00
-3.836431897550273806e+00,1.024565861996845628e+00,5.690724372863769531e+00
-3.423412333687328335e+00,9.772782490925823184e-01,5.428075790405273438e+00
-3.396472379744845949e+00,1.041362067297826766e+00,5.784015178680419922e+00
-2.997622282622780521e+00,9.925482056377001872e-01,5.512889385223388672e+00
-3.043290231239884402e+00,1.095225564775880400e+00,6.083188056945800781e+00
-2.518341470232105639e+00,9.925482056377001872e-01,5.512889385223388672e+00
-1.918906159188857430e+00,8.358300679054316840e-01,4.642433166503906250e+00
-1.403224530195628317e+00,6.830439223063002885e-01,3.793816328048706055e+00
-1.066323120733284169e+00,5.881767192214382156e-01,3.266897439956665039e+00
-7.922691439090860932e-01,5.041514797505484147e-01,2.800197839736938477e+00
-5.867286586999765907e-01,4.411325501473811195e-01,2.450173139572143555e+00
-4.295151522839193436e-01,3.945533319786900806e-01,2.191459178924560547e+00
-2.989719550064081632e-01,3.529060272403419796e-01,1.960138440132141113e+00
-2.057645254162986381e-01,3.396956437189244116e-01,1.886764287948608398e+00
-1.230903194882503188e-01,3.378887499420849538e-01,1.876728296279907227e+00
-4.287908969757007333e-02,3.490279491705801096e-01,1.938598513603210449e+00
4.280109061425310668e-02,3.609266241341827497e-01,2.004687070846557617e+00
1.345292773663006869e-01,3.736651952132539201e-01,2.075440645217895508e+00
2.234325457970446627e-01,3.714800444885950625e-01,2.063303709030151367e+00
3.225539143602640380e-01,3.826691871985685722e-01,2.125451326370239258e+00
4.359553025796837900e-01,4.020448542004533277e-01,2.233069181442260742e+00
5.808132321533410192e-01,4.380902259103522378e-01,2.433275222778320312e+00
6.913535491305322633e-01,4.411325501473811195e-01,2.450173139572143555e+00
7.978603997830746586e-01,4.411325501473811195e-01,2.450173139572143555e+00
2.657732245197506504e+00,1.296389494829861766e+00,7.200508594512939453e+00
2.970731959834838953e+00,1.296389494829861766e+00,7.200508594512939453e+00
2.514107059869981065e+00,9.925482056377001872e-01,5.512889385223388672e+00
2.711382164406212159e+00,9.772782490925823184e-01,5.428075790405273438e+00
2.902679266546531966e+00,9.624710263079605532e-01,5.345832347869873047e+00
2.758850842358286481e+00,8.469744825469045502e-01,4.704332351684570312e+00
3.175011463225554387e+00,9.074726721360291126e-01,5.040356159210205078e+00
3.254627152538120516e+00,8.701792499542907455e-01,4.833218097686767578e+00
-3.775536331734874018e+00,1.251747186602952588e+00,5.600395679473876953e+00
-3.371542531862108838e+00,1.194849611434206649e+00,5.345832347869873047e+00
-3.396472379744845949e+00,1.292788070978255544e+00,5.784015178680419922e+00
-2.997622282622780521e+00,1.232188611833037628e+00,5.512889385223388672e+00
-2.757981876427443080e+00,1.232188611833037628e+00,5.512889385223388672e+00
-2.442028191357125344e+00,1.194849611434206649e+00,5.345832347869873047e+00
-2.144659906133024929e+00,1.159706972669138469e+00,5.188601970672607422e+00
-1.403224530195628317e+00,8.479577492227197144e-01,3.793816328048706055e+00
-1.066323120733284169e+00,7.301858499702134075e-01,3.266897439956665039e+00
-7.986072938224444417e-01,6.308805794900135266e-01,2.822599411010742188e+00
-5.867286586999765907e-01,5.476394007999234592e-01,2.450173139572143555e+00
-4.268638034150184501e-01,4.867905488837910855e-01,2.177931547164916992e+00
-3.006421820782840260e-01,4.405590442411964069e-01,1.971088886260986328e+00
-2.004060735564686113e-01,4.107295372776791909e-01,1.837629795074462891e+00
-1.205259381580228023e-01,4.107295372776791909e-01,1.837629795074462891e+00
-4.311599049797306543e-02,4.356910092599581841e-01,1.949308991432189941e+00
4.304566705322002834e-02,4.506289701245657642e-01,2.016142368316650391e+00
1.306855854934580730e-01,4.506289701245657642e-01,2.016142368316650391e+00
2.287842136463454634e-01,4.722159927203056218e-01,2.112724065780639648e+00
3.325711238610205567e-01,4.898141164968075612e-01,2.191459178924560547e+00
4.332134330356553487e-01,4.959752902975749222e-01,2.219024658203125000e+00
5.729110527316957358e-01,5.364630875854159431e-01,2.400169610977172852e+00
6.865855453680054232e-01,5.438625391250165864e-01,2.433275222778320312e+00
8.090978505198674897e-01,5.553526182872046135e-01,2.484682559967041016e+00
2.553507427111025407e+00,1.546275892506779659e+00,6.918135643005371094e+00
2.109650272262692638e+00,1.142899605159217735e+00,5.113404750823974609e+00
2.401535134421712403e+00,1.177016003329783400e+00,5.266043663024902344e+00
2.753747466065318505e+00,1.232188611833037628e+00,5.512889385223388672e+00
2.947335798948271801e+00,1.213231883634641628e+00,5.428075790405273438e+00
2.955911656761115669e+00,1.126572478600468052e+00,5.040356159210205078e+00
3.584690158230939616e+00,1.271936597189552653e+00,5.690724372863769531e+00
4.319777833652703514e+00,1.433819469774183508e+00,6.414998531341552734e+00
